Code,Name,ListingDate,Shares,ListingBoard,Sector,LastPrice,MarketCap,MinutesFirstAdded,MinutesLastUpdated,HourlyFirstAdded,HourlyLastUpdated,DailyFirstAdded,DailyLastUpdated
DYAN,Pyridam Farma Tbk,10/16/2001,535080000,Pengembangan,Healthcare,920,4.92E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,10/16/2001,11/18/2022
EAST,Pikko Land Development Tbk.,10/22/2001,13592128209,Pengembangan,Properties & Real Estate,71,9.65E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,10/22/2001,11/18/2022
ECII,Centratama Telekomunikasi Indo,11/1/2001,31183464900,Pengembangan,Infrastructures,137,4.27E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,11/1/2001,11/18/2022
EDGE,Exploitasi Energi Indonesia Tb,11/20/2001,8956361206,Utama,Energy,50,4.48E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,11/20/2001,11/18/2022
EKAD,Colorpak Indonesia Tbk.,11/30/2001,306338500,Pengembangan,Basic Materials,955,2.93E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,11/30/2001,11/18/2022
ELPI,Limas Indonesia Makmur Tbk,12/28/2001,787851525,Pengembangan,Technology,50,39392576250,11/1/2021 9:00,7/29/2022 15:59,4/16/2020 9:00,7/29/2022 16:00,12/28/2001,11/18/2022
ELSA,Fortune Indonesia Tbk,1/17/2002,465224000,Pengembangan,Consumer Cyclicals,242,1.13E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,1/17/2002,11/18/2022
ELTY,FKS Multi Agro Tbk.,1/18/2002,480000000,Pengembangan,Consumer Non-Cyclicals,7375,3.54E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,1/18/2002,11/18/2022
EMDE,Cita Mineral Investindo Tbk.,3/20/2002,3960361250,Pengembangan,Basic Materials,3320,1.31E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,3/20/2002,11/18/2022
EMTK,Lotte Chemical Titan Tbk.,3/21/2002,5566414000,Pengembangan,Basic Materials,212,1.18E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,3/21/2002,11/18/2022
ENAK,Mahaka Media Tbk.,4/3/2002,3935892857,Pengembangan,Consumer Cyclicals,192,7.56E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,4/3/2002,11/18/2022
ENRG,Jasuindo Tiga Perkasa Tbk.,4/16/2002,1713012500,Pengembangan,Industrials,266,4.56E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,4/16/2002,11/18/2022
ENVY,Nusantara Inti Corpora Tbk,4/18/2002,75422200,Pengembangan,Consumer Cyclicals,316,23833415200,,,4/16/2020 9:00,4/15/2022 16:00,4/18/2002,11/18/2022
ENZO,Bank Of India Indonesia Tbk.,5/1/2002,1374912000,Pengembangan,Financials,1375,1.89E+12,,,,,5/1/2002,11/18/2022
EPAC,Sugih Energy Tbk.,6/19/2002,24811541414,Pengembangan,Energy,,,,,,,,
EPMT,Kresna Graha Investama Tbk.,6/28/2002,18208470100,Utama,Technology,50,9.10E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/28/2002,11/18/2022
ERAA,Bank MNC Internasional Tbk.,7/15/2002,31068563770,Pengembangan,Financials,122,3.79E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/15/2002,11/18/2022
ERTX,Surya Citra Media Tbk.,7/16/2002,73970569505,Utama,Consumer Cyclicals,260,1.92E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/16/2002,11/18/2022
ESIP,Gema Grahasarana Tbk.,8/12/2002,1600000000,Pengembangan,Consumer Cyclicals,282,4.51E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,8/12/2002,11/18/2022
ESSA,Inti Agri Resources Tbk,10/14/2002,33600000000,Pengembangan,Consumer Cyclicals,50,1.68E+12,,,,,10/14/2002,11/18/2022
ESTA,Arthavest Tbk,11/5/2002,446674175,Pengembangan,Consumer Cyclicals,2040,9.11E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,11/5/2002,11/18/2022
ESTI,Bank QNB Indonesia Tbk.,11/21/2002,20232319124,Pengembangan,Financials,104,2.10E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,11/21/2002,11/18/2022
ETWA,Trust Finance Indonesia Tbk,11/28/2002,800000000,Pengembangan,Financials,424,3.39E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,11/28/2002,11/18/2022
EURO,Pacific Strategic Financial Tb,12/18/2002,11766313488,Pengembangan,Financials,1095,1.29E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/18/2002,11/18/2022
EXCL,Bukit Asam Tbk.,12/23/2002,11520659250,Utama,Energy,3550,4.09E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/23/2002,11/18/2022
FAPA,J Resources Asia Pasifik Tbk.,4/22/2003,26460000000,Pengembangan,Basic Materials,117,3.10E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,4/22/2003,11/18/2022
FAST,Ratu Prabu Energi Tbk,4/30/2003,7840000000,Utama,Energy,50,3.92E+11,11/1/2021 9:00,12/3/2021 15:59,4/16/2020 9:00,4/15/2022 16:00,4/30/2003,11/18/2022
FASW,Temas Tbk.,7/9/2003,5705150000,Utama,Transportation & Logistic,1935,1.10E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/9/2003,11/18/2022
FILM,Bank Mandiri (Persero) Tbk.,7/14/2003,46199999998,Utama,Financials,10175,4.70E+14,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/14/2003,11/18/2022
FIMP,Bank Raya Indonesia Tbk.,8/8/2003,22520054593,Utama,Financials,530,1.19E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,8/8/2003,11/18/2022
FIRE,Onix Capital Tbk.,10/10/2003,273200000,Pengembangan,Financials,159,43438800000,,,4/16/2020 9:00,4/15/2022 16:00,10/10/2003,11/18/2022
FISH,Bank Rakyat Indonesia (Persero,11/10/2003,1.50E+11,Utama,Financials,4610,6.92E+14,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,11/10/2003,11/18/2022
FITT,Perusahaan Gas Negara Tbk.,12/15/2003,24241508196,Utama,Energy,1795,4.35E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/15/2003,11/18/2022
FLMC,Asuransi Jasa Tania Tbk.,12/23/2003,1288890696,Pengembangan,Financials,137,1.77E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/23/2003,11/18/2022
FMII,Indonesian Paradise Property T,1/12/2004,11181971732,Pengembangan,Properties & Real Estate,384,4.29E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,1/12/2004,11/18/2022
FOOD,Adhi Karya (Persero) Tbk.,3/18/2004,3560849376,Utama,Infrastructures,535,1.91E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,3/18/2004,11/18/2022
FORU,Adira Dinamika Multi Finance T,3/31/2004,1000000000,Utama,Financials,9250,9.25E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,3/31/2004,11/18/2022
FORZ,Himalaya Energi Perkasa Tbk.,4/12/2004,2120000000,Pengembangan,Infrastructures,50,1.06E+11,11/1/2021 9:00,11/11/2022 15:59,4/16/2020 9:00,11/11/2022 16:00,4/12/2004,11/18/2022
FPNI,Bumi Teknokultura Unggul Tbk,5/14/2004,46277496376,Pengembangan,Consumer Non-Cyclicals,50,2.31E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,5/14/2004,11/18/2022
FREN,Energi Mega Persada Tbk.,6/7/2004,24821230250,Pengembangan,Energy,338,8.39E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/7/2004,11/18/2022
FUJI,Pembangunan Jaya Ancol Tbk.,7/2/2004,1599999996,Utama,Consumer Cyclicals,675,1.08E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/2/2004,11/18/2022
GAMA,Wilton Makmur Indonesia Tbk.,7/15/2004,15537591429,Pengembangan,Basic Materials,85,1.32E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/15/2004,11/18/2022
GDST,Anugerah Kagum Karya Utama Tbk,11/1/2004,6449463636,Pengembangan,Consumer Cyclicals,50,3.22E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,11/1/2004,11/18/2022
GDYR,Mitra Adiperkasa Tbk.,11/10/2004,16600000000,Utama,Consumer Cyclicals,1260,2.09E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,11/10/2004,11/18/2022
GEMA,Yulie Sekuritas Indonesia Tbk.,12/10/2004,1785000000,Pengembangan,Financials,2090,3.73E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/10/2004,11/18/2022
GEMS,Wahana Ottomitra Multiartha Tb,12/13/2004,3481481480,Utama,Financials,262,9.12E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/13/2004,11/18/2022
GGRM,Multistrada Arah Sarana Tbk.,6/9/2005,9182946945,Utama,Consumer Cyclicals,2310,2.12E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/9/2005,11/18/2022
GGRP,Panca Global Kapital Tbk.,6/24/2005,2833417056,Pengembangan,Financials,635,1.80E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/24/2005,11/18/2022
GHON,Island Concepts Indonesia Tbk.,7/8/2005,1089750000,Pengembangan,Industrials,71,77372250000,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/8/2005,11/18/2022
GIAA,Reliance Sekuritas Indonesia T,7/13/2005,1800000000,Utama,Financials,498,8.96E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/13/2005,11/18/2022
GJTL,Mandala Multifinance Tbk.,9/6/2005,2650000000,Pengembangan,Financials,1685,4.47E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,9/6/2005,11/18/2022
GLOB,XL Axiata Tbk.,9/29/2005,10724674776,Utama,Infrastructures,2290,2.46E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,9/29/2005,11/18/2022
GLVA,Multi Indocitra Tbk.,12/21/2005,600000000,Pengembangan,Consumer Cyclicals,530,3.18E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/21/2005,11/18/2022
GMFI,Asuransi Multi Artha Guna Tbk.,12/23/2005,5001552516,Pengembangan,Financials,364,1.82E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/23/2005,11/18/2022
GMTD,Bakrie Telecom Tbk.,2/3/2006,36822665755,Utama,Infrastructures,50,1.84E+12,,,,,2/3/2006,11/18/2022
GOLD,Malindo Feedmill Tbk.,2/10/2006,2238750000,Utama,Consumer Non-Cyclicals,555,1.24E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,2/10/2006,11/18/2022
GOLL,Ancora Indonesia Resources Tbk,3/29/2006,1765927777,Pengembangan,Basic Materials,140,2.47E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,3/29/2006,11/18/2022
GOOD,Rukun Raharja Tbk.,4/19/2006,4227082500,Utama,Energy,1170,4.95E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,4/19/2006,11/18/2022
GOTO,Bank Bumi Arta Tbk.,6/1/2006,2744280000,Utama,Financials,1500,4.12E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/1/2006,11/18/2022
GPRA,Bank KB Bukopin Tbk.,7/10/2006,67019885160,Utama,Financials,132,8.85E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/10/2006,11/18/2022
GPSO,Radiant Utama Interinsco Tbk.,7/12/2006,770000000,Pengembangan,Energy,226,1.74E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,4/18/2022,11/18/2022
GSMF,Total Bangun Persada Tbk.,7/25/2006,3410000000,Utama,Infrastructures,320,1.09E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/25/2006,11/18/2022
GTBO,MNC Energy Investments Tbk.,9/13/2006,11415812114,Pengembangan,Transportation & Logistic,140,1.60E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,9/13/2006,11/18/2022
GTSI,Central Proteina Prima Tbk.,11/28/2006,59572382787,Utama,Consumer Non-Cyclicals,57,3.40E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,11/28/2006,11/18/2022
GULA,Smartfren Telecom Tbk.,11/29/2006,3.08E+11,Utama,Infrastructures,75,2.31E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,11/29/2006,11/18/2022
GWSA,Bank Woori Saudara Indonesia 1,12/15/2006,8482552020,Utama,Financials,590,5.00E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/15/2006,11/18/2022
GZCO,BISI International Tbk.,5/28/2007,3000000000,Utama,Consumer Non-Cyclicals,1565,4.70E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,5/28/2007,11/18/2022
HADE,WEHA Transportasi Indonesia Tb,5/31/2007,886411265,Utama,Transportation & Logistic,110,97505239150,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,5/31/2007,11/18/2022
HAIS,Bukit Darmo Property Tbk,6/15/2007,7513992252,Pengembangan,Properties & Real Estate,86,6.46E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/15/2007,11/18/2022
HATM,Sampoerna Agro Tbk.,6/18/2007,1818622000,Utama,Consumer Non-Cyclicals,2110,3.84E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/18/2007,11/18/2022
HDFA,Media Nusantara Citra Tbk.,6/22/2007,15049787710,Utama,Consumer Cyclicals,805,1.21E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/22/2007,11/18/2022
HDIT,Bank China Construction Bank I,7/3/2007,37540533209,Utama,Financials,88,3.30E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/3/2007,11/18/2022
HDTX,Perdana Karya Perkasa Tbk,7/11/2007,600000000,Pengembangan,Energy,252,1.51E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/11/2007,11/18/2022
HEAL,Eureka Prima Jakarta Tbk.,7/13/2007,5630000914,Pengembangan,Properties & Real Estate,114,6.42E+11,,,,,7/13/2007,11/18/2022
HELI,Darma Henwa Tbk,9/26/2007,21853733792,Utama,Energy,59,1.29E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,9/26/2007,11/18/2022
HERO,Bank Capital Indonesia Tbk.,10/4/2007,7007631839,Pengembangan,Financials,137,9.60E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,10/4/2007,11/18/2022
HEXA,Perdana Gapuraprima Tbk.,10/10/2007,4276655336,Utama,Properties & Real Estate,94,4.02E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,10/10/2007,11/18/2022
HITS,Wijaya Karya (Persero) Tbk.,10/29/2007,8969951372,Utama,Infrastructures,930,8.34E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,10/29/2007,11/18/2022
HKMU,Ace Hardware Indonesia Tbk.,11/6/2007,17150000000,Utama,Consumer Cyclicals,570,9.78E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,11/6/2007,11/18/2022
HMSP,Sat Nusapersada Tbk,11/8/2007,5314344000,Utama,Technology,206,1.09E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,11/8/2007,11/18/2022
HOKI,Jasa Marga (Persero) Tbk.,11/12/2007,7257871200,Utama,Infrastructures,3260,2.37E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,11/12/2007,11/18/2022
HOME,Jaya Konstruksi Manggala Prata,12/4/2007,16308519860,Utama,Infrastructures,156,2.54E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/4/2007,11/18/2022
HOMI,Catur Sentosa Adiprana Tbk.,12/12/2007,4458352920,Utama,Consumer Cyclicals,790,3.52E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/12/2007,11/18/2022
HOPE,Alam Sutera Realty Tbk.,12/18/2007,19649411888,Utama,Properties & Real Estate,169,3.32E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/18/2007,11/18/2022
HOTL,Indo Tambangraya Megah Tbk.,12/18/2007,1129925000,Utama,Energy,38425,4.34E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/18/2007,11/18/2022
HRME,Cowell Development Tbk.,12/19/2007,4871214021,Pengembangan,Properties & Real Estate,50,2.44E+11,,,4/16/2020 9:00,4/15/2022 16:00,12/19/2007,11/18/2022
HRTA,Nusa Konstruksi Enjiniring Tbk,12/19/2007,5541165000,Utama,Infrastructures,115,6.37E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/19/2007,11/18/2022
HRUM,Bekasi Asri Pemula Tbk.,1/14/2008,661784520,Utama,Properties & Real Estate,129,85370203080,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,1/14/2008,11/18/2022
IATA,Triwira Insanlestari Tbk.,1/28/2008,1200000000,Pengembangan,Industrials,,,,,,,,
IBFN,Elnusa Tbk.,2/6/2008,7298500000,Utama,Energy,340,2.48E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,2/6/2008,11/18/2022
IBOS,Yanaprima Hastapersada Tbk,3/5/2008,668000089,Pengembangan,Basic Materials,990,6.61E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,3/5/2008,11/18/2022
IBST,Bank BTPN Tbk.,3/12/2008,8066054461,Utama,Financials,2610,2.11E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,3/12/2008,11/18/2022
ICBP,Kokoh Inti Arebama Tbk,4/9/2008,980843732,Pengembangan,Industrials,149,1.46E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,4/9/2008,11/18/2022
ICON,Gozco Plantations Tbk.,5/15/2008,6000000000,Utama,Consumer Non-Cyclicals,114,6.84E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,5/15/2008,11/18/2022
IDEA,Chandra Asri Petrochemical Tbk,5/26/2008,21627886273,Pengembangan,Basic Materials,2380,5.15E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,5/26/2008,11/18/2022
IDPR,Bumi Serpong Damai Tbk.,6/6/2008,21171365812,Utama,Properties & Real Estate,915,1.94E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/6/2008,11/18/2022
IFII,Indika Energy Tbk.,6/11/2008,5210192000,Utama,Energy,2800,1.46E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/11/2008,11/18/2022
IFSH,Verena Multi Finance Tbk.,6/25/2008,5687353997,Pengembangan,Financials,118,6.71E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/25/2008,11/18/2022
IGAR,Destinasi Tirta Nusantara Tbk,7/8/2008,715000000,Pengembangan,Consumer Cyclicals,314,2.25E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/8/2008,11/18/2022
IIKP,Kertas Basuki Rachmat Indonesi,7/11/2008,8687995734,Pengembangan,Basic Materials,50,4.34E+11,,,,,7/11/2008,11/18/2022
IKAI,Adaro Energy Indonesia Tbk.,7/16/2008,31985962000,Utama,Energy,3590,1.15E+14,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/16/2008,11/18/2022
IKAN,Hotel Mandarine Regency Tbk.,7/17/2008,22212194782,Pengembangan,Consumer Cyclicals,50,1.11E+12,,,,,7/17/2008,11/18/2022
IKBI,Bayan Resources Tbk.,8/12/2008,3333333500,Utama,Energy,86300,2.88E+14,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,8/12/2008,11/18/2022
IMAS,Trada Alam Minera Tbk.,9/10/2008,49643627934,Utama,Energy,50,2.48E+12,,,,,9/10/2008,11/18/2022
IMJS,Sumber Alfaria Trijaya Tbk.,1/15/2009,41524501700,Utama,Consumer Non-Cyclicals,2830,1.18E+14,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,1/15/2009,11/18/2022
IMPC,Trikomsel Oke Tbk.,4/14/2009,26007494645,Utama,Consumer Cyclicals,,,,,,,,
INAF,Batavia Prosperindo Finance Tb,6/1/2009,2673995362,Pengembangan,Financials,690,1.85E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/1/2009,11/18/2022
INAI,Garda Tujuh Buana Tbk,7/9/2009,2500000000,Pengembangan,Energy,75,1.88E+11,,,4/16/2020 9:00,4/15/2022 16:00,7/9/2009,11/18/2022
INCF,Metropolitan Kentjana Tbk.,7/10/2009,948194000,Pengembangan,Properties & Real Estate,22800,2.16E+13,1/17/2022 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/10/2009,11/18/2022
INCI,Eagle High Plantations Tbk.,10/27/2009,31525291000,Utama,Consumer Non-Cyclicals,69,2.18E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,10/27/2009,11/18/2022
INCO,Dian Swastatika Sentosa Tbk,12/10/2009,770552320,Utama,Energy,40000,3.08E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/10/2009,11/18/2022
INDF,Bumi Citra Permai Tbk.,12/11/2009,1429915525,Pengembangan,Properties & Real Estate,57,81505184925,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/11/2009,11/18/2022
INDO,Pelat Timah Nusantara Tbk.,12/14/2009,2523350000,Utama,Basic Materials,855,2.16E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/14/2009,11/18/2022
INDR,Bank Tabungan Negara (Persero),12/17/2009,10484100000,Utama,Financials,1515,1.59E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/17/2009,11/18/2022
INDS,Gunawan Dianjaya Steel Tbk.,12/23/2009,9242500000,Pengembangan,Basic Materials,224,2.07E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/23/2009,11/18/2022
INDX,Elang Mahkota Teknologi Tbk.,1/12/2010,61241751483,Utama,Technology,1670,1.02E+14,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,1/12/2010,11/18/2022
INDY,PP (Persero) Tbk.,2/9/2010,6199897354,Utama,Infrastructures,920,5.70E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,2/9/2010,11/18/2022
INKP,Astrindo Nusantara Infrastrukt,2/11/2010,44693066193,Pengembangan,Energy,153,6.84E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,2/11/2010,11/18/2022
INOV,Sarana Menara Nusantara Tbk.,3/8/2010,51014625000,Utama,Infrastructures,1150,5.87E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,3/8/2010,11/18/2022
INPC,Nippon Indosari Corpindo Tbk.,6/28/2010,6186488888,Utama,Consumer Non-Cyclicals,1320,8.17E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,4/18/2022,11/18/2022
INPP,Visi Telekomunikasi Infrastruk,7/7/2010,1277276000,Pengembangan,Infrastructures,324,4.14E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/7/2010,11/18/2022
INPS,Northcliff Citranusa Indonesia,7/7/2010,585000000,Pengembangan,Technology,51,29835000000,,,,,7/7/2010,11/18/2022
INRU,Bank Pembangunan Daerah Jawa B,7/8/2010,10416229249,Utama,Financials,1360,1.42E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/8/2010,11/18/2022
INTA,Indopoly Swakarsa Industry Tbk,7/9/2010,6443379509,Utama,Basic Materials,156,1.01E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/9/2010,11/18/2022
INTD,Bukit Uluwatu Villa Tbk.,7/12/2010,6811269200,Pengembangan,Consumer Cyclicals,60,4.09E+11,,,4/16/2020 9:00,4/15/2022 16:00,7/12/2010,11/18/2022
INTP,Harum Energy Tbk.,10/6/2010,2703620000,Utama,Energy,1640,4.43E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,10/6/2010,11/18/2022
IPAC,Indofood CBP Sukses Makmur Tbk,10/7/2010,11661908000,Utama,Consumer Non-Cyclicals,9650,1.13E+14,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,10/7/2010,11/18/2022
IPCC,Tower Bersama Infrastructure T,10/26/2010,22656999445,Utama,Infrastructures,2290,5.19E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,10/26/2010,11/18/2022
